name,website,email,phone,country,city,industry,company_size,linkedin,instagram,tags,signals,style_fit,evidence,source
Spacetolive,https://spacetolive.nl,info@spacetolive.nl,,Netherlands,Amsterdam,Real Estate,small,,,developer;residential;mixed-use,new_project,4,Amsterdam residential/mixed-use development firm; site healthy; published email pre-verified.,Prepared list review 2026-08-11
LFB Vastgoed,https://lfbvastgoed.nl,info@lfbvastgoed.nl,,Netherlands,Amsterdam,Real Estate,small,,,developer;inner-city;luxury-renovation,new_project,4,Amsterdam inner-city development/luxury renovation firm; site healthy; published email pre-verified.,Prepared list review 2026-08-11
By Bouw,https://bybouw.nl,info@bybouw.nl,,Netherlands,Lijnden / Amsterdam region,Real Estate,small,,,developer;investor;builder,new_project,3,Amsterdam-region developer/investor/builder; site healthy; published email pre-verified.,Prepared list review 2026-08-11
Otium Gebiedsontwikkeling,https://otium-gebiedsontwikkeling.nl,info@otium-gebiedsontwikkeling.nl,,Netherlands,'s-Hertogenbosch,Real Estate,small,,,area-development;leisure;residential,new_project,3,'s-Hertogenbosch area development firm (leisure/residential); site healthy; published email pre-verified.,Prepared list review 2026-08-11
WVG Ontwikkeling,https://wvgontwikkeling.nl,info@wvgontwikkeling.nl,,Netherlands,Meppel,Real Estate,small,,,area-development;project-development,new_project,3,Meppel area/project development firm; site healthy; published email pre-verified.,Prepared list review 2026-08-11
Sustainable Urban Development Lab (SUDL),https://sudl.nl,info@sudl.nl,,Netherlands,Utrecht,Real Estate,small,,,sustainable;urban-development,new_project,4,Utrecht sustainable urban development firm; site healthy; published email pre-verified.,Prepared list review 2026-08-11
City Developer-S,https://citydeveloper-s.nl,info@citydeveloper-s.nl,,Netherlands,Zwolle / Arnhem,Real Estate,small,,,area-development;urban-regeneration,new_project,3,Zwolle/Arnhem area development/urban regeneration firm; site healthy; published email pre-verified.,Prepared list review 2026-08-11
AM,https://am.nl,info@am.nl,+31 30 6097222,Netherlands,Utrecht,Real Estate,large,,,developer;large-area,new_project,2,Large Dutch area/real estate development firm; site healthy; published email pre-verified.,Prepared list review 2026-08-11
ABB Bouwgroep,https://abbbouwgroep.nl,info@abbbouwgroep.nl,+31 184 495495,Netherlands,Sliedrecht / Rotterdam region,Construction,large,,,developer,new_project,2,Large Dutch development/construction group; site healthy; published email pre-verified.,Prepared list review 2026-08-11
Dura Vermeer,https://duravermeer.nl,info@duravermeer.nl,+31 10 2808700,Netherlands,Rotterdam,Construction,large,,,developer;infrastructure,new_project,2,Large Dutch development/construction/infrastructure group; site healthy; published email pre-verified.,Prepared list review 2026-08-11
Studio Frieda May,https://studiofriedamay.nl,hello@studiofriedamay.nl,06-14794154,Netherlands,Amsterdam,Interior Design,solo,,,residential;renovation;advice,,5,"Boutique Amsterdam interior design/advice studio with 15+ years in real estate, renovations and project management",Plain WebSearch - interior design studio Amsterdam
LPM Development,https://www.lpm.nl,,,Netherlands,Venray,Real Estate,medium,,,developer;residential;office;commercial,,3,"International project developer 35+ years in residential, office and commercial real estate across NL/Belgium/Germany, including Eindhoven and Rotterdam; no email surfaced",Plain WebSearch - vastgoedontwikkelaar Utrecht Eindhoven
CRA Vastgoed,https://cravastgoed.nl,info@cravastgoed.nl,040-213 51 22,Netherlands,Eindhoven,Real Estate,medium,,,developer;residential-towers,new_project,4,"Developing residential towers Knoop XL in Eindhoven; joined NEPROM developers association July 14 2026",Plain WebSearch - vastgoedontwikkelaar Eindhoven
Ninetynine,https://ninetynine.nl,,,Netherlands,Amsterdam,Interior Design,medium,,,hospitality;retail;office,,6,"Amsterdam interior design studio with 92 projects across hospitality, retail, restaurant and office categories, including international work; no email surfaced",Plain WebSearch - hospitality interior design studio Netherlands
TANK Interior Design Agency,https://tank.nl,studio@tank.nl,+31-20-7740117,Netherlands,Amsterdam,Interior Design,medium,,,hospitality;office;bespoke,new_project,7,"Amsterdam hospitality/office interior design agency; recently completed the VENUE office project (3000 sqm, 2025) and the World Trade Center Amsterdam redesign (4000 sqm, 2026)",Plain WebSearch - hospitality interior design studio Netherlands
Studio OAK,https://studiooak.nl,,0513 33 51 64,Netherlands,The Hague,Interior Design,small,,,hospitality;retail;office,recent_award,6,"The Hague hospitality/retail/office interior studio; SPOT Langweer (client project) won Best New Dine & Drink Concept Local 2025; no email surfaced",Plain WebSearch - hospitality interior design studio Netherlands
NICEMAKERS,https://www.nicemakers.com,,,Netherlands,Amsterdam,Interior Design,small,,,hospitality;hotels;restaurants;bars,,5,"Amsterdam interior design studio with a hospitality portfolio covering hotels, restaurants, bars and restyling projects; no email surfaced",Plain WebSearch - hospitality interior design studio Netherlands
PEACK,https://peackinterior.com,contact@peackinterior.com,+31 (0)85 760 22 06,Netherlands,Apeldoorn,Real Estate,medium,,,retail;store-design;manufacturing,,5,"Retail design bureau developing store concepts, with two Netherlands locations and own manufacturing",Plain WebSearch - retail store design agency Netherlands
Designed by Marc,https://designedbymarc.nl,marc@designedbymarc.nl,015-2853188,Netherlands,Delft,Real Estate,solo,,,retail;product-design,,4,Delft solo retail/product design practice with 20+ years experience,Plain WebSearch - retail store design agency Netherlands
Building Retail,https://buildingretail.nl,backoffice@buildingretail.nl,0411-650905,Netherlands,Nootdorp,Real Estate,small,,,retail;construction-management,,3,"Nootdorp retail design/construction firm established 2017, serves national retail chains and independents",Plain WebSearch - retail store design agency Netherlands
KuoStudio,https://www.kuostudio.nl,info@kuostudio.nl,085 200 6780,Netherlands,Naaldwijk,Interior Design,small,,,office;retail;interior,,5,Naaldwijk interior architecture studio for offices and retail spaces (30+ employee organisations),Plain WebSearch - retail/interior The Hague
SVT Branding + Design,https://www.svt.nl,info@svt.nl,+31(0)20 553 50 50,Netherlands,'s-Hertogenbosch,Real Estate,small,,,retail;branding;design,,4,"'s-Hertogenbosch retail branding and design bureau, 30+ years shaping iconic Dutch retail formulas",Plain WebSearch - retail store design agency Netherlands
The Agency Netherlands,https://theagencyre.nl,info@theagencyre.nl,+31202090404,Netherlands,Amsterdam,Real Estate,small,,,boutique;brokerage,,3,"Amsterdam boutique real estate agency, positioning as personalised over mass-market",Plain WebSearch - property marketing agency Netherlands
Globalbouw,https://www.globalbouw.com,info@globalbouw.com,+31614429244,Netherlands,Rotterdam,Construction,small,,,construction;renovation,,2,Rotterdam full-service construction company serving Rotterdam/South Holland region,Plain WebSearch - bouwbedrijf Rotterdam Den Haag
Architectenstudio B,https://www.architectenstudio-b.nl,,06 46 20 35 35,Netherlands,Eindhoven,Architecture,solo,,,housing;care;working-environments,no_inhouse,5,"Small-scale flexible Eindhoven architecture firm for private individuals, companies and social organisations; email is JS-obfuscated so left blank",Plain WebSearch - architectenbureau Eindhoven
LXarchitecten,https://www.lxarchitecten.nl,info@lxarchitecten.nl,0492-52 44 27,Netherlands,Helmond,Architecture,small,,,residential;personalized-design,no_inhouse,4,Helmond small architecture practice emphasising personalised design reflecting client identity,Plain WebSearch - architectenbureau Eindhoven
FASE13,https://www.uwbinnenhuisarchitect.nl,,+31 (0)6 28 77 18 57,Netherlands,The Hague,Interior Design,solo,,,residential;renovation,no_inhouse,4,"The Hague solo interior architect (Sylvia Fase), 20+ years experience, registered interior architect specialising in residential renovations; no email surfaced",Plain WebSearch - interieurarchitect Den Haag
FormMakers,https://www.formmakers.nl,,,Netherlands,The Hague,Interior Design,solo,,,spatial-design;interior-architecture,no_inhouse,4,"The Hague creative studio for spatial design and interior architecture, founded by Jelle van de Schoor; no email surfaced",Plain WebSearch - interieurarchitect Den Haag
Set Interieur,https://www.setinterieur.nl,info@setinterieur.nl,030-79-96-477,Netherlands,Utrecht,Interior Design,small,,,custom-interior;residential,no_inhouse,4,Utrecht custom interior design studio,Plain WebSearch - interieurarchitect Den Haag
Studio A Interieur,https://studioa-interieur.nl,,+31611407804,Netherlands,Netherlands,Interior Design,solo,,,residential;bespoke,no_inhouse,3,"Solo residential interior design practice; the only email found (arinda@studioa-interior.nl) is on a different domain than the website, so left blank",Plain WebSearch - interieurarchitect Den Haag
Atelier Perspective,http://www.atelierperspective.nl,sanne@atelierperspective.nl,+31657064384,Netherlands,The Hague,Interior Design,solo,,,residential;commercial;bespoke,no_inhouse,5,"The Hague solo interior architect, 12+ years experience, bespoke residential and commercial designs",Plain WebSearch - interieurarchitect Den Haag
Studio van 't Wout,https://studiovantwout.nl,,070 3922 747,Netherlands,The Hague,Interior Design,small,,,residential;furniture-retail,no_inhouse,4,"The Hague interior studio founded 1946, expanded to Lema Flagship-Store in 2019; the only email found (studio@vantwout.nl) is on a different domain than the website, so left blank",Plain WebSearch - interieurarchitect Den Haag
REB Projects,https://rebprojects.com,info@rebprojects.com,+31203301654,Netherlands,Amsterdam,Real Estate,small,,,boutique;developer;transformation,,5,"Amsterdam boutique real estate developer founded 2007, adds value through contemporary living/working transformations",Plain WebSearch - vastgoedontwikkelaar Amsterdam boutique
KondorWessels Vastgoed,https://kondorwessels.nl,,,Netherlands,Amsterdam,Real Estate,small,,,area-development;co-creation;transformation,,3,"Amsterdam area/project developer focused on co-creation and transformation; no email surfaced",Plain WebSearch - vastgoedontwikkelaar Amsterdam boutique
Amvest,https://www.amvest.nl,info@amvest.nl,(020) 430 12 12,Netherlands,Amsterdam,Real Estate,medium,,,investment-management;residential-development,,3,Amsterdam investment manager and developer of homes and residential areas in the Netherlands,Plain WebSearch - vastgoedontwikkelaar Amsterdam boutique
VORM,https://vorm.nl,post@vorm.nl,010 - 6421300,Netherlands,Rotterdam,Construction,large,,,construction;affordable-housing;sustainable,new_project,2,"Rotterdam construction group operating 100+ years, full construction sector breadth with focus on affordable housing in sustainable neighbourhoods; sold part of project Hibi Amsterdam to Achmea/BUN in 2026",Plain WebSearch - vastgoedontwikkelaar Amsterdam boutique
Het Fundament Architectuur,https://www.hetfundamentarchitectuur.nl,info@hetfundamentarchitectuur.nl,+31(0)543 534 502,Netherlands,Arnhem,Architecture,small,,,architecture;interior-architecture;residential,no_inhouse,4,Arnhem architecture/interior-architecture practice serving the Arnhem-Nijmegen region,Plain WebSearch - architectenbureau Nijmegen Arnhem Haarlem
Bob Romijnders Architectuur + Interieur,https://bobromijnders.nl,info@bobromijnders.nl,024 212 20 41,Netherlands,Nijmegen,Architecture,small,,,residential;interior;timeless-design,no_inhouse,5,"Nijmegen architecture/interior practice, founded 2010, timeless and exclusive designs for individuals",Plain WebSearch - architectenbureau Nijmegen Arnhem Haarlem
Roorda Architectuurstudio BNA,https://www.roordastudio.nl,,026-8485309,Netherlands,Arnhem,Architecture,small,,,residential;renovation;extension,no_inhouse,4,"Arnhem all-round architecture practice, BNA member; only email found was a personal gmail address rather than the firm domain, so left blank",Plain WebSearch - architectenbureau Nijmegen Arnhem Haarlem
Spring Studio interieurarchitecten,https://www.spring-studio.nl,info@spring-studio.nl,06 156 691 31,Netherlands,Groningen,Interior Design,small,,,hospitality;residential;award,recent_award,6,Groningen interior architecture bureau shortlisted for the international Dezeen Awards 2025,Plain WebSearch - interieurarchitect Groningen Haarlem hospitality retail
LC Architects,https://lcarchitects.nl,info@lcarchitects.nl,(050) 589 24 20,Netherlands,Groningen,Interior Design,small,,,hospitality;hotel-chique;in-house-factory,no_inhouse,4,"Groningen interior construction studio with own in-house furniture factory LC+ STUDIO, 'Hotel Chique' style",Plain WebSearch - interieurarchitect Groningen Haarlem hospitality retail
Style26,https://www.style26.nl,info@style26.nl,+31653816202,Netherlands,Groningen,Interior Design,small,,,office;healthcare;hospitality;education;turnkey,no_inhouse,3,"Groningen turnkey project-furnishing studio for offices, care organisations, hospitality and education across North Netherlands",Plain WebSearch - interieurarchitect Groningen Haarlem hospitality retail
Roem Ontwerp,https://roemontwerp.nl,info@roemontwerp.nl,+31630474874,Netherlands,Groningen,Interior Design,solo,,,hospitality;retail;marketing,no_inhouse,4,"Groningen interior design studio started by Rianne Holtrop in 2014, team since 2020 with Jan Visser, covers hospitality/retail/education",Plain WebSearch - interieurarchitect Groningen Haarlem hospitality retail
Studio Reverie,https://www.studio-reverie.com,,,Netherlands,Haarlem,Interior Design,solo,,,hospitality;office;residential,no_inhouse,4,"Haarlem/Amsterdam interior design studio offering advice, implementation and project management for offices and hospitality; no email surfaced",Plain WebSearch - interieurarchitect Groningen Haarlem hospitality retail
STUDIO HUGO,https://en.studiohugo.nl,info@studiohugo.nl,,Netherlands,Netherlands,Interior Design,small,,,hospitality;restaurant;hotel,no_inhouse,6,"150+ hospitality projects since 2009 - restaurant, hotel and lifestyle interior design studio",Plain WebSearch - interieurarchitect Groningen Haarlem hospitality retail
STUDIO JMD,https://interieurarchitectgroningen.nl,contact@interieurarchitectgroningen.nl,,Netherlands,Groningen,Interior Design,solo,,,residential;small-studio,no_inhouse,3,Groningen interior architecture studio founded by Janet Meursing,Plain WebSearch - interieurarchitect Groningen Haarlem hospitality retail
Steck Studio,https://steckstudio.nl,info@steckstudio.nl,,Netherlands,Leeuwarden,Interior Design,solo,,,residential;business;colourful-retro,no_inhouse,4,Interior design studio relocated from Groningen to Leeuwarden in 2025; covers Groningen/Friesland/Drenthe,Plain WebSearch - interieurarchitect Groningen Haarlem hospitality retail
Rudius Vastgoed,https://www.rudiusvastgoed.nl,info@rudiusvastgoed.nl,+31 (0)26 303 0006,Netherlands,Arnhem,Real Estate,small,,,building-conversion;property-management;leasing,new_project,3,"Arnhem real estate developer providing building conversions, property management and leasing across a 20+ complex portfolio including Tilburg and Arnhem",Plain WebSearch - vastgoedontwikkelaar Tilburg Maastricht Arnhem
VanWonen Vastgoedontwikkeling,https://www.vanwonen.com,info@vanwonen.com,0383033600,Netherlands,Zwolle,Real Estate,medium,,,area-development;residential;north-east-nl,new_project,3,"Zwolle-based area and real estate developer for Northern and Eastern Netherlands, with projects including Arnhem and Nijmegen",Plain WebSearch - vastgoedontwikkelaar Tilburg Maastricht Arnhem
New Elements,https://nere.nl,info@nere.nl,085 020 0361,Netherlands,Tilburg,Real Estate,small,,,developer;urban-living;residential,new_project,4,Tilburg project developer focused on urban living residential projects,Plain WebSearch - vastgoedontwikkelaar Tilburg Maastricht Arnhem
AM Bouwbedrijf,https://bouwbedrijf-am.nl,info@bouwbedrijf-am.nl,+31687328258,Netherlands,Arnhem,Construction,small,,,new-build;renovation;refurbishment,no_inhouse,2,"Arnhem-Nijmegen all-round construction company, 10+ years experience in new build, renovation and refurbishment",Plain WebSearch - bouwbedrijf Nijmegen Arnhem projectontwikkeling
Bouwbedrijf Beijert Bouw & Techniek,https://www.bouwbedrijfbeijert.nl,info@bouwbedrijfbeijert.nl,06-24723593,Netherlands,Arnhem,Construction,small,,,new-build;renovation;refurbishment,no_inhouse,2,"All-round contractor serving the Arnhem-Nijmegen region including Velp, Westervoort, Renkum, Oosterbeek, Nijmegen, Elst and Wolfheze",Plain WebSearch - bouwbedrijf Nijmegen Arnhem projectontwikkeling
All-Bouw,https://www.all-bouw.nl,info@all-bouw.nl,0481-423344,Netherlands,Nijmegen,Construction,small,,,renovation;maintenance;refurbishment,no_inhouse,2,"Nijmegen and Arnhem contracting company realizing renovations, maintenance and refurbishment for years",Plain WebSearch - bouwbedrijf Nijmegen Arnhem projectontwikkeling
Wonderful Day Design,https://wonderfuldaydesign.nl,judith@wonderfuldaydesign.nl,06 480 87 689,Netherlands,Eindhoven,Interior Design,solo,,,office;education;care;maastricht;tilburg,no_inhouse,4,"Eindhoven-based interior architecture bureau for business environments (offices, education, care), founder Judith Muijtjens, projects across Maastricht and Tilburg region",Plain WebSearch - interieurarchitect Tilburg Maastricht kantoor horeca
Buro Bas,https://www.burobas.nl,info@burobas.com,+31(0) 40 290 85 88,Netherlands,Waalre,Interior Design,small,,,office;education;care;tilburg,no_inhouse,4,"Waalre-based interior architecture firm serving offices, schools and care institutions, active in the Tilburg region",Plain WebSearch - interieurarchitect Tilburg Maastricht kantoor horeca
Studio Interio,https://studio-interio.com,info@studio-interio.com,+31610183082,Netherlands,Tilburg,Interior Design,solo,,,office;residential;hospitality,no_inhouse,4,Tilburg-region (Riel) interior architecture studio for residential and commercial spaces,Plain WebSearch - interieurarchitect Tilburg Maastricht kantoor horeca
Loom Interieurarchitecten,https://loomarchitecten.nl,info@loomarchitecten.nl,+31648495416,Netherlands,Tilburg,Interior Design,small,,,residential;commercial;dialogue-driven,no_inhouse,4,Tilburg interior architecture studio on Piushaven working through dialogue with clients,Plain WebSearch - interieurarchitect Tilburg Maastricht kantoor horeca
Zuurstof,https://www.zuurstof.nl,info@zuurstof.nl,020 - 26 10 944,Netherlands,Amsterdam,Real Estate,small,,,property-marketing;communication;randstad,no_inhouse,3,"Amsterdam agency specialised in real estate marketing and communication, working with developers, corporations and investors across the Randstad",Plain WebSearch - vastgoedmarketing bureau Nederland projectmarketing ontwikkelaars
Brandfirm,https://www.brandfirm.nl,,,Netherlands,Amsterdam,Real Estate,medium,,,property-marketing;50-specialists;data-driven,no_inhouse,3,"Amsterdam real estate marketing agency with 50+ specialists, data-driven approach for developers; contact page 403'd, no email surfaced",Plain WebSearch - vastgoedmarketing bureau Nederland projectmarketing ontwikkelaars
Buro voor de Boeg,https://www.burovoordeboeg.nl,info@burovoordeboeg.nl,+31 10 413 7002,Netherlands,Rotterdam,Real Estate,small,,,property-marketing;brand-communication;16-employees,no_inhouse,3,"Rotterdam real estate/retail communication agency, established 2007, 16 employees",Plain WebSearch - vastgoedmarketing bureau Nederland projectmarketing ontwikkelaars
Dune Pebbler,https://dunepebbler.nl,alex@dunepebbler.nl,071-4071961,Netherlands,Katwijk,Real Estate,small,,,property-marketing;30-years-experience,no_inhouse,3,"Katwijk real estate marketing agency with 30+ years experience supporting construction companies, developers and municipalities",Plain WebSearch - vastgoedmarketing bureau Nederland projectmarketing ontwikkelaars
FPW,https://fpw.nl,info@fpw.nl,+31 10 436 4700,Netherlands,Rotterdam,Real Estate,small,,,property-marketing;branding;35-years,no_inhouse,3,"Rotterdam full-service real estate communication agency, 35+ years experience, offices in Rotterdam/Amsterdam/Eindhoven",Plain WebSearch - vastgoedmarketing bureau Nederland projectmarketing ontwikkelaars
ID-Architectuur,https://www.id-architectuur.nl,info@id-architectuur.nl,06-41859123,Netherlands,Breda,Architecture,solo,,,"residential,renovation,newbuild",no_inhouse,3,"Contact page: one-person practice of Ida Kramer, Breda; new homes, extensions, thorough renovations",native-search architectenbureau Breda + WebFetch id-architectuur.nl/
Bureau HA,https://bureau-ha.nl,info@bureau-ha.nl,076-5327885,Netherlands,Breda,Architecture,solo,,,"residential,commercial,interior-exterior",no_inhouse,3,"Contact page info@bureau-ha.nl, Breda; light spatial spaces for business and private market",native-search architectenbureau Breda + WebFetch bureau-ha.nl/contact
Kuin en Kuin,https://kuinkuin.nl,info@kuinkuin.nl,073-6123143,Netherlands,Rosmalen,Architecture,small,,,"residential,schools,renovation",no_inhouse,2,"Contact page info@kuinkuin.nl, Rosmalen; schools and private homes new-build and renovation",native-search architectenbureau Breda + WebFetch kuinkuin.nl/contact
Charlotte Wienen,https://www.charlottewienen.nl,info@charlottewienen.nl,06-43447379,Netherlands,Zwolle,Interior Design,solo,,,"interior-design,residential,materials-studio","no_inhouse,new_project",6,Contact page: solo interior designer opening a studio at Thorbeckegracht 60 Zwolle in 2026,native-search interieurarchitect Zwolle + WebFetch charlottewienen.nl/contact
Label31,https://label31.nl,info@label31.nl,+31630711591,Netherlands,Hattem,Interior Design,solo,,,"interior-architecture,product-design,residential,commercial",no_inhouse,5,"Contact page info@label31.nl, Hattem; interior architecture bureau, private and business",native-search interieurarchitect Zwolle + WebFetch label31.nl/contact
ZwaagInterieur,https://zwaaginterieur.nl,info@zwaaginterieur.nl,+31642230569,Netherlands,Zwolle,Interior Design,solo,,,"interior-architecture,transformation,heritage","no_inhouse,recent_award",5,"Contact page info@zwaaginterieur.nl, Zwolle; BREiNN boiler-house transformation won 2025 Heritage Prize",native-search interieurarchitect Zwolle + WebFetch zwaaginterieur.nl/contact
StudioCentro,https://www.studiocentro.nl,info@studiocentro.nl,0318481149,Netherlands,Lunteren,Interior Design,solo,,,"interior-architecture,warm-minimalism,residential",no_inhouse,6,"Contact page info@studiocentro.nl, Lunteren; strak modern with warm atmosphere, 15+ years",native-search interieurarchitect Zwolle + WebFetch studiocentro.nl/contact
Grasveld Tuin- en Landschapsarchitecten,https://www.grasveld.com,info@grasveld.com,0345515221,Netherlands,Culemborg,Architecture,small,,,"landscape-architecture,gardens,public-realm",no_inhouse,1,"Contact page info@grasveld.com, Culemborg; small expert team, private + government, 25 years",native-search landschapsarchitect + WebFetch grasveld.com/contact
Lagendijk tuin- en landschapsarchitecten,https://lagendijktlarchitecten.nl,info@lagendijktlarchitecten.nl,0182357077,Netherlands,Schoonhoven,Architecture,solo,,,"landscape-architecture,gardens,public-space",no_inhouse,1,"Contact page info@lagendijktlarchitecten.nl, Schoonhoven; small tight-knit team, founder Rene Lagendijk",native-search landschapsarchitect + WebFetch lagendijktlarchitecten.nl/contact
DIEKMAN landschapsarchitecten,https://www.diekman-landschapsarchitecten.nl,diekman@xs4all.nl,+31204196266,Netherlands,Amsterdam,Architecture,solo,,,"landscape-architecture,urban-green",no_inhouse,1,"Contact page email diekman@xs4all.nl, Amsterdam; small bureau, client works directly with the landscape architect",native-search landschapsarchitect + WebFetch diekman-landschapsarchitecten.nl/contact
Buro Lubbers,https://burolubbers.nl,info@burolubbers.nl,073-6149321,Netherlands,Vught,Architecture,small,,,"landscape-architecture,urban-planning,public-space","no_inhouse,hiring",1,"Homepage/contact: Vught, multidisciplinary landscape+urbanism team, currently hiring landscape architects and technical designers",native-search landschapsarchitect + WebFetch burolubbers.nl/
MTD Landschapsarchitecten,https://www.mtdls.nl,mtd@mtdls.nl,+31736125033,Netherlands,s-Hertogenbosch,Architecture,small,,,"landscape-architecture,urban-design",no_inhouse,1,"Contact page mtd@mtdls.nl, 's-Hertogenbosch; landscape architecture bureau",native-search landschapsarchitect + WebFetch mtdls.nl/nl/contact
SMARTLAND landscape architects,https://www.smartland.nl,info@smartland.nl,+31642374277,Netherlands,Amsterdam,Architecture,small,,,"landscape-architecture,gardens,public-realm",no_inhouse,1,"Homepage info@smartland.nl, Amsterdam; landscape architecture studio",native-search landschapsarchitect + WebFetch smartland.nl/
Van Stiphout Projectontwikkeling,https://van-stiphout.nl,info@van-stiphout.nl,0413-473488,Netherlands,Sint-Oedenrode,Real Estate,small,,,"developer,residential,newbuild",no_inhouse,2,"Contact page info@van-stiphout.nl, Sint-Oedenrode; Brabant developer, ~100 homes/yr",native-search vastgoedontwikkelaar Brabant + WebFetch van-stiphout.nl/contact
AL architecten,https://www.alarchitecten.nl,info@alarchitecten.nl,0384669594,Netherlands,Zwolle,Architecture,small,,,"residential,interior,newbuild,renovation",no_inhouse,3,"Contact page info@alarchitecten.nl, Zwolle & Naarden; contemporary new-build and renovation homes",native-search architectenbureau Zwolle + WebFetch alarchitecten.nl/contact
Molen Architects BNA,https://molenbna.nl,info@molenbna.nl,+31610901064,Netherlands,Almere,Architecture,solo,,,"residential,newbuild,BNA",no_inhouse,2,"Contact page info@molenbna.nl, Almere; BNA architecture bureau, new-build homes",native-search architectenbureau Zwolle + WebFetch molenbna.nl/contact
The Citadel Company,https://www.thecitadelcompany.com,info@thecitadelcompany.com,0572763744,Netherlands,Ommen,Architecture,small,,,"residential,concept-design",no_inhouse,2,"Contact page info@thecitadelcompany.com, Ommen; small architecture bureau, concept-to-complete for Zwolle region",native-search architectenbureau Zwolle + WebFetch thecitadelcompany.com/contact
Van der Linde Architecten,https://archlinde.com,info@archlinde.com,+31575522482,Netherlands,Deventer,Architecture,small,,,"residential,utility,transformation",no_inhouse,2,"Archello/directory: info@archlinde.com, Onder de Linden 1 Deventer; residential + utility architecture",native-search architectenbureau Deventer + WebSearch archlinde.com contact
ESTIDA,https://estida.nl,info@estida.nl,+31203371576,Netherlands,Amsterdam,Interior Design,small,,,"hospitality,horeca,hotels,restaurants",no_inhouse,4,"Contact page info@estida.nl, Amsterdam; horeca concepts for hotels, cafes, restaurants NL and abroad",native-search hospitality interieur + WebFetch estida.nl/contact
Duotone Interior Concepts,https://www.duotone-interior.nl,info@duotone-interior.nl,0620419195,Netherlands,Eindhoven,Interior Design,small,,,"hospitality,horeca,restaurants,hotels",no_inhouse,4,"Contact page info@duotone-interior.nl, Eindhoven; custom interiors for restaurants, hotels, cafes",native-search hospitality interieur + WebFetch duotone-interior.nl/contact
Plamen van Dijk,https://plamenvandijk.com,studio@plamenvandijk.com,+31654327099,Netherlands,Soest,Interior Design,solo,,,"hospitality,hotels,restaurants,cruise",no_inhouse,4,"Contact page studio@plamenvandijk.com, Soest; solo interieurarchitect, hospitality interiors",native-search hospitality interieur + WebFetch plamenvandijk.com/contact
NOUK & STONE,https://www.noukenstone.nl,hallo@noukenstone.nl,0640436156,Netherlands,Utrecht,Interior Design,small,,,"hospitality,hotels,restaurants,concepts",no_inhouse,5,"Contact page hallo@noukenstone.nl, Utrecht; complete hospitality interior concepts",native-search hospitality interieur + WebFetch noukenstone.nl/contact
More Interiormanagement,https://www.more-interiormanagement.nl,info@more-interiormanagement.nl,+31653703691,Netherlands,Ter Aar,Interior Design,solo,,,"hospitality,hotels,restaurants,project-management",no_inhouse,3,"Contact page info@more-interiormanagement.nl, Ter Aar; hotel and restaurant furnishing and design",native-search hospitality interieur + WebFetch more-interiormanagement.nl/contact
WONDERS design studio,https://workshopofwonders.nl,welkom@wonders-interiors.nl,+31653404025,Netherlands,Utrecht,Interior Design,small,,,"hospitality,design-hotels,BnB",no_inhouse,4,"Contact page welkom@wonders-interiors.nl, Utrecht; hospitality interiors, design hotels and boutique B&Bs",native-search hospitality interieur + WebFetch workshopofwonders.nl/contact
Bureau Hanze,https://bureauhanze.nl,info@bureauhanze.nl,0850640200,Netherlands,Elburg,Real Estate,small,,,"property-marketing,newbuild-branding,identity",no_inhouse,1,"Contact page info@bureauhanze.nl, Elburg; naming, logos and house styles for new-build projects",native-search vastgoed marketing bureau + WebFetch bureauhanze.nl/contact
Gewest13,https://gewest13.nl,info@gewest13.nl,+31402834746,Netherlands,Eindhoven,Real Estate,medium,,,"property-marketing,vastgoedbranding,campaigns",no_inhouse,1,"Contact page info@gewest13.nl, Eindhoven; real-estate branding, visual stories, digital campaigns nationwide",native-search vastgoed marketing bureau + WebFetch gewest13.nl/contact
Studio Janus,https://www.studiojanus.nl,janno@studiojanus.nl,+31644938908,Netherlands,s-Hertogenbosch,Visualization,solo,,,"cgi,3d-visualisation,archviz,renders",no_inhouse,0,"Contact page janno@studiojanus.nl, 's-Hertogenbosch; photorealistic 3D visualisation for architects, designers, developers",native-search 3D visualisatie bureau + WebFetch studiojanus.nl/contact
De Renderfabriek,https://renderfabriek.nl,info@renderfabriek.nl,020-2101037,Netherlands,Amsterdam,Visualization,small,,,"cgi,3d-visualisation,archviz,vastgoed",no_inhouse,0,"Contact page info@renderfabriek.nl, Amsterdam; 3D visualisation for architects, developers, brands since 2010",native-search 3D visualisatie bureau + WebFetch renderfabriek.nl/contact
Dream Visuals,https://www.dreamvisuals.nl,info@dreamvisuals.nl,+31619271202,Netherlands,Eindhoven,Visualization,small,,,"cgi,3d-visualisation,archviz,product",no_inhouse,0,"Contact page info@dreamvisuals.nl, Eindhoven; real-estate, architectural and product visualisation",native-search 3D visualisatie bureau + WebFetch dreamvisuals.nl/nl/contact
Studio Jelle Engel,https://studiojelleengel.nl,info@studiojelleengel.nl,+31615479332,Netherlands,Amsterdam,Interior Design,solo,,,"retail,shop-concepts,brand-spaces",no_inhouse,4,"Contact page info@studiojelleengel.nl, Amsterdam Noord; retail interior designer, shop concepts and routing",native-search retail interieur ontwerpbureau + WebFetch studiojelleengel.nl/contact
